id,url,source,name,tags,publisher,referring record id,authors,plain text,date of publication,image reference,anchor text,language,number of referrals,
1220523512378667010,https://twitter.com/RedaMansour/status/1220523512378667010,https://twitter.com/RedaMansour/status/1220523512378667010,Reda Mansour,Referring ,null,1298707385989705730 1297165877138382848 1284463686019620865 1245771500965302276 1229190857204649984 1203023801178562566 1164166255160569856 1164165516363227136 1164163573481971712 1155219731940614145 1145867058107879426 1130959888664989696 1120771704165412866 1107789908301750272 1095443466971213827 1094788193709363201 1094787900271661056 1094787412159537152 1091462294536638475 1084914559087984641 1060345881835307010 1060021634902433792 1045118140202520576 1044062504148701184 1044012236941996038 1051457141788352513 1051246204024025090 1306536646104551424 1181552459967275008 1159118627486019586 1159118276171055104 1141364193242824704 ,Dr. Reda Mansour - ד"ר רדא מנצור,@IsaacLarrier  ¿crees que también necesitamos un acuerdo de libre comercio con Chiriquí?,2020-01-23,null,null,null,32,
1220521792558727170,https://twitter.com/RedaMansour/status/1220521792558727170,https://twitter.com/RedaMansour/status/1220521792558727170,Reda Mansour,Referring ,null,1298707385989705730 1297165877138382848 1284463686019620865 1245771500965302276 1229190857204649984 1203023801178562566 1164166255160569856 1164165516363227136 1164163573481971712 1155219731940614145 1145867058107879426 1130959888664989696 1120771704165412866 1107789908301750272 1095443466971213827 1094788193709363201 1094787900271661056 1094787412159537152 1091462294536638475 1084914559087984641 1060345881835307010 1060021634902433792 1045118140202520576 1044062504148701184 1044012236941996038 1051457141788352513 1051246204024025090 1306536646104551424 1181552459967275008 1159118627486019586 1159118276171055104 1141364193242824704 ,Dr. Reda Mansour - ד"ר רדא מנצור,@florciampoli @damionapotter @djproperoficial @lindabran1 @IsraelinPanama @MyrnaOrtegatv @IsaacLarrier @UrsulaKiener @DavisZone @territhrush @egtrejos @elcorrupto1 Creo que cada persona tiene cuatro ciudadanías ... su ciudad su provincia su país y el país que ama 😊🌹,2020-01-23,null,null,null,32,
1220520761489809408,https://twitter.com/RedaMansour/status/1220520761489809408,https://twitter.com/RedaMansour/status/1220520761489809408,Reda Mansour,Referring ,null,1298707385989705730 1297165877138382848 1284463686019620865 1245771500965302276 1229190857204649984 1203023801178562566 1164166255160569856 1164165516363227136 1164163573481971712 1155219731940614145 1145867058107879426 1130959888664989696 1120771704165412866 1107789908301750272 1095443466971213827 1094788193709363201 1094787900271661056 1094787412159537152 1091462294536638475 1084914559087984641 1060345881835307010 1060021634902433792 1045118140202520576 1044062504148701184 1044012236941996038 1051457141788352513 1051246204024025090 1306536646104551424 1181552459967275008 1159118627486019586 1159118276171055104 1141364193242824704 ,Dr. Reda Mansour - ד"ר רדא מנצור,Gran conversación en @PTYProductiva por @laexitosapanama sobre el agua agricultura moderna innovación y tecnología de Israel a Panama 🇵🇦🇮🇱  https://t.co/A0744Gu7ST,2020-01-23,null,null,null,32,
1220508635052331008,https://twitter.com/RedaMansour/status/1220508635052331008,https://twitter.com/RedaMansour/status/1220508635052331008,Reda Mansour,Referring ,null,1298707385989705730 1297165877138382848 1284463686019620865 1245771500965302276 1229190857204649984 1203023801178562566 1164166255160569856 1164165516363227136 1164163573481971712 1155219731940614145 1145867058107879426 1130959888664989696 1120771704165412866 1107789908301750272 1095443466971213827 1094788193709363201 1094787900271661056 1094787412159537152 1091462294536638475 1084914559087984641 1060345881835307010 1060021634902433792 1045118140202520576 1044062504148701184 1044012236941996038 1051457141788352513 1051246204024025090 1306536646104551424 1181552459967275008 1159118627486019586 1159118276171055104 1141364193242824704 ,Dr. Reda Mansour - ד"ר רדא מנצור,Qué hermoso triple nacionalidad 😲😍 Gracias @djproperoficial  https://t.co/SqDbVxVabO,2020-01-23,null,null,null,32,
1220326664162418688,https://twitter.com/RedaMansour/status/1220326664162418688,https://twitter.com/RedaMansour/status/1220326664162418688,Reda Mansour,Referring ,null,1298707385989705730 1297165877138382848 1284463686019620865 1245771500965302276 1229190857204649984 1203023801178562566 1164166255160569856 1164165516363227136 1164163573481971712 1155219731940614145 1145867058107879426 1130959888664989696 1120771704165412866 1107789908301750272 1095443466971213827 1094788193709363201 1094787900271661056 1094787412159537152 1091462294536638475 1084914559087984641 1060345881835307010 1060021634902433792 1045118140202520576 1044062504148701184 1044012236941996038 1051457141788352513 1051246204024025090 1306536646104551424 1181552459967275008 1159118627486019586 1159118276171055104 1141364193242824704 ,Dr. Reda Mansour - ד"ר רדא מנצור,En cierto modo Israel es un país joven con pueblo antiguo y Panamá es un país antiguo con pueblo Joven. Tenemos muchas cosas que enseñarnos unos a otros. Buenos días  https://t.co/GMFQeFIhq6,2020-01-23,null,null,null,32,
1220321478627012611,https://twitter.com/RedaMansour/status/1220321478627012611,https://twitter.com/RedaMansour/status/1220321478627012611,Reda Mansour,Referring ,null,1298707385989705730 1297165877138382848 1284463686019620865 1245771500965302276 1229190857204649984 1203023801178562566 1164166255160569856 1164165516363227136 1164163573481971712 1155219731940614145 1145867058107879426 1130959888664989696 1120771704165412866 1107789908301750272 1095443466971213827 1094788193709363201 1094787900271661056 1094787412159537152 1091462294536638475 1084914559087984641 1060345881835307010 1060021634902433792 1045118140202520576 1044062504148701184 1044012236941996038 1051457141788352513 1051246204024025090 1306536646104551424 1181552459967275008 1159118627486019586 1159118276171055104 1141364193242824704 ,Dr. Reda Mansour - ד"ר רדא מנצור,@dirkjanjanssen Impresionante!,2020-01-23,null,null,null,32,
1220213358110167040,https://twitter.com/RedaMansour/status/1220213358110167040,https://twitter.com/RedaMansour/status/1220213358110167040,Reda Mansour,Referring ,null,1298707385989705730 1297165877138382848 1284463686019620865 1245771500965302276 1229190857204649984 1203023801178562566 1164166255160569856 1164165516363227136 1164163573481971712 1155219731940614145 1145867058107879426 1130959888664989696 1120771704165412866 1107789908301750272 1095443466971213827 1094788193709363201 1094787900271661056 1094787412159537152 1091462294536638475 1084914559087984641 1060345881835307010 1060021634902433792 1045118140202520576 1044062504148701184 1044012236941996038 1051457141788352513 1051246204024025090 1306536646104551424 1181552459967275008 1159118627486019586 1159118276171055104 1141364193242824704 ,Dr. Reda Mansour - ד"ר רדא מנצור,@_ayeli_ Its called diplomacy...,2020-01-23,null,null,null,32,
1220156363713712129,https://twitter.com/RedaMansour/status/1220156363713712129,https://twitter.com/RedaMansour/status/1220156363713712129,Reda Mansour,Referring ,null,1298707385989705730 1297165877138382848 1284463686019620865 1245771500965302276 1229190857204649984 1203023801178562566 1164166255160569856 1164165516363227136 1164163573481971712 1155219731940614145 1145867058107879426 1130959888664989696 1120771704165412866 1107789908301750272 1095443466971213827 1094788193709363201 1094787900271661056 1094787412159537152 1091462294536638475 1084914559087984641 1060345881835307010 1060021634902433792 1045118140202520576 1044062504148701184 1044012236941996038 1051457141788352513 1051246204024025090 1306536646104551424 1181552459967275008 1159118627486019586 1159118276171055104 1141364193242824704 ,Dr. Reda Mansour - ד"ר רדא מנצור,Ilusión de luz en el casco viejo - Mis fotos  Illusion of light in the old town- My photos  https://t.co/iN6hIS0YoW,2020-01-22,null,null,null,32,
1220107005056233475,https://twitter.com/RedaMansour/status/1220107005056233475,https://twitter.com/RedaMansour/status/1220107005056233475,Reda Mansour,Referring ,null,1298707385989705730 1297165877138382848 1284463686019620865 1245771500965302276 1229190857204649984 1203023801178562566 1164166255160569856 1164165516363227136 1164163573481971712 1155219731940614145 1145867058107879426 1130959888664989696 1120771704165412866 1107789908301750272 1095443466971213827 1094788193709363201 1094787900271661056 1094787412159537152 1091462294536638475 1084914559087984641 1060345881835307010 1060021634902433792 1045118140202520576 1044062504148701184 1044012236941996038 1051457141788352513 1051246204024025090 1306536646104551424 1181552459967275008 1159118627486019586 1159118276171055104 1141364193242824704 ,Dr. Reda Mansour - ד"ר רדא מנצור,"El piloto rey": El rey de los Países Bajos Willem-Alexander voló a Israel en el avión 737NG del gobierno holandés. El rey holandés reveló hace unos años que durante dos décadas vuela dos veces por semana como sub-piloto de la aerolínea KLM.,2020-01-22,null,null,null,32,
1219791178763292677,https://twitter.com/RedaMansour/status/1219791178763292677,https://twitter.com/RedaMansour/status/1219791178763292677,Reda Mansour,Referring ,null,1298707385989705730 1297165877138382848 1284463686019620865 1245771500965302276 1229190857204649984 1203023801178562566 1164166255160569856 1164165516363227136 1164163573481971712 1155219731940614145 1145867058107879426 1130959888664989696 1120771704165412866 1107789908301750272 1095443466971213827 1094788193709363201 1094787900271661056 1094787412159537152 1091462294536638475 1084914559087984641 1060345881835307010 1060021634902433792 1045118140202520576 1044062504148701184 1044012236941996038 1051457141788352513 1051246204024025090 1306536646104551424 1181552459967275008 1159118627486019586 1159118276171055104 1141364193242824704 ,Dr. Reda Mansour - ד"ר רדא מנצור,@EdwinECabreraU Gracias por sus amables palabras. Veo que mi misión aquí es compartir el conocimiento y la experiencia y crear cooperación y el agua está en el centro de todo eso. Ningún país sobrevivirá al siglo XXI sin un sistema de agua avanzado y eficiente.,2020-01-21,null,null,null,32,
1219786335181066241,https://twitter.com/RedaMansour/status/1219786335181066241,https://twitter.com/RedaMansour/status/1219786335181066241,Reda Mansour,Referring ,null,1298707385989705730 1297165877138382848 1284463686019620865 1245771500965302276 1229190857204649984 1203023801178562566 1164166255160569856 1164165516363227136 1164163573481971712 1155219731940614145 1145867058107879426 1130959888664989696 1120771704165412866 1107789908301750272 1095443466971213827 1094788193709363201 1094787900271661056 1094787412159537152 1091462294536638475 1084914559087984641 1060345881835307010 1060021634902433792 1045118140202520576 1044062504148701184 1044012236941996038 1051457141788352513 1051246204024025090 1306536646104551424 1181552459967275008 1159118627486019586 1159118276171055104 1141364193242824704 ,Dr. Reda Mansour - ד"ר רדא מנצור,Wow Panamá debería convertirse en Hollywood Sur. ¡Muy importante para la economía!,2020-01-21,null,null,null,32,
1219785494604677120,https://twitter.com/RedaMansour/status/1219785494604677120,https://twitter.com/RedaMansour/status/1219785494604677120,Reda Mansour,Referring ,null,1298707385989705730 1297165877138382848 1284463686019620865 1245771500965302276 1229190857204649984 1203023801178562566 1164166255160569856 1164165516363227136 1164163573481971712 1155219731940614145 1145867058107879426 1130959888664989696 1120771704165412866 1107789908301750272 1095443466971213827 1094788193709363201 1094787900271661056 1094787412159537152 1091462294536638475 1084914559087984641 1060345881835307010 1060021634902433792 1045118140202520576 1044062504148701184 1044012236941996038 1051457141788352513 1051246204024025090 1306536646104551424 1181552459967275008 1159118627486019586 1159118276171055104 1141364193242824704 ,Dr. Reda Mansour - ד"ר רדא מנצור,@aferrerl @wef_es Mucho éxito ministro!,2020-01-21,null,null,null,32,
1219781066187255808,https://twitter.com/RedaMansour/status/1219781066187255808,https://twitter.com/RedaMansour/status/1219781066187255808,Reda Mansour,Referring ,null,1298707385989705730 1297165877138382848 1284463686019620865 1245771500965302276 1229190857204649984 1203023801178562566 1164166255160569856 1164165516363227136 1164163573481971712 1155219731940614145 1145867058107879426 1130959888664989696 1120771704165412866 1107789908301750272 1095443466971213827 1094788193709363201 1094787900271661056 1094787412159537152 1091462294536638475 1084914559087984641 1060345881835307010 1060021634902433792 1045118140202520576 1044062504148701184 1044012236941996038 1051457141788352513 1051246204024025090 1306536646104551424 1181552459967275008 1159118627486019586 1159118276171055104 1141364193242824704 ,Dr. Reda Mansour - ד"ר רדא מנצור,Meses de trabajo y el sueño hecho realidad: convocamos a ejecutivos de agencias de la ONU legisladores altos funcionarios y medios de comunicación conocidos para apoyar la iniciativa Rescate de Alimentos para salvar toneladas de productos agrícolas con la innovación israelí!  https://t.co/l5aeNFhrGM,2020-01-21,null,null,null,32,
1219684778380795912,https://twitter.com/RedaMansour/status/1219684778380795912,https://twitter.com/RedaMansour/status/1219684778380795912,Reda Mansour,Referring ,null,1298707385989705730 1297165877138382848 1284463686019620865 1245771500965302276 1229190857204649984 1203023801178562566 1164166255160569856 1164165516363227136 1164163573481971712 1155219731940614145 1145867058107879426 1130959888664989696 1120771704165412866 1107789908301750272 1095443466971213827 1094788193709363201 1094787900271661056 1094787412159537152 1091462294536638475 1084914559087984641 1060345881835307010 1060021634902433792 1045118140202520576 1044062504148701184 1044012236941996038 1051457141788352513 1051246204024025090 1306536646104551424 1181552459967275008 1159118627486019586 1159118276171055104 1141364193242824704 ,Dr. Reda Mansour - ד"ר רדא מנצור,Mi intervención sobre el agua fue una opinión como cualquier otra opinión en un país libre. a pesar de que #Israel ha estado ayudando a #Panamá en asuntos relacionados con el agua desde los años sesenta y es una gran parte de mi trabajo. Solo quiero poner esto aquí 🇵🇦🇮🇱💦,2020-01-21,null,null,null,32,
1219684523778215947,https://twitter.com/RedaMansour/status/1219684523778215947,https://twitter.com/RedaMansour/status/1219684523778215947,Reda Mansour,Referring ,null,1298707385989705730 1297165877138382848 1284463686019620865 1245771500965302276 1229190857204649984 1203023801178562566 1164166255160569856 1164165516363227136 1164163573481971712 1155219731940614145 1145867058107879426 1130959888664989696 1120771704165412866 1107789908301750272 1095443466971213827 1094788193709363201 1094787900271661056 1094787412159537152 1091462294536638475 1084914559087984641 1060345881835307010 1060021634902433792 1045118140202520576 1044062504148701184 1044012236941996038 1051457141788352513 1051246204024025090 1306536646104551424 1181552459967275008 1159118627486019586 1159118276171055104 1141364193242824704 ,Dr. Reda Mansour - ד"ר רדא מנצור,Mi intervención sobre el agua fue una opinión como cualquier otra opinión en un país libre. a pesar de que #Israel ha estado ayudando a #Panamá en asuntos relacionados con el agua desde los años sesenta y es una gran parte de mi trabajo. Solo quiero poner esto aquí 🇵🇦🇮🇱💦,2020-01-21,null,null,null,32,
1219475052594442243,https://twitter.com/RedaMansour/status/1219475052594442243,https://twitter.com/RedaMansour/status/1219475052594442243,Reda Mansour,Referring ,null,1298707385989705730 1297165877138382848 1284463686019620865 1245771500965302276 1229190857204649984 1203023801178562566 1164166255160569856 1164165516363227136 1164163573481971712 1155219731940614145 1145867058107879426 1130959888664989696 1120771704165412866 1107789908301750272 1095443466971213827 1094788193709363201 1094787900271661056 1094787412159537152 1091462294536638475 1084914559087984641 1060345881835307010 1060021634902433792 1045118140202520576 1044062504148701184 1044012236941996038 1051457141788352513 1051246204024025090 1306536646104551424 1181552459967275008 1159118627486019586 1159118276171055104 1141364193242824704 ,Dr. Reda Mansour - ד"ר רדא מנצור,No hay mejor día de #MLK para reunir con La Defensora del Pueblo (E) Maribel Coco de Garibaldi  donde se abordamos diversos temas sobre los derechos humanos y futuros trabajos de cooperación con entidades relacionadas a esta materia. 🇮🇱🇵🇦  https://t.co/drBdEHOV9a,2020-01-20,null,null,null,32,
1219467149577682944,https://twitter.com/RedaMansour/status/1219467149577682944,https://twitter.com/RedaMansour/status/1219467149577682944,Reda Mansour,Referring ,null,1298707385989705730 1297165877138382848 1284463686019620865 1245771500965302276 1229190857204649984 1203023801178562566 1164166255160569856 1164165516363227136 1164163573481971712 1155219731940614145 1145867058107879426 1130959888664989696 1120771704165412866 1107789908301750272 1095443466971213827 1094788193709363201 1094787900271661056 1094787412159537152 1091462294536638475 1084914559087984641 1060345881835307010 1060021634902433792 1045118140202520576 1044062504148701184 1044012236941996038 1051457141788352513 1051246204024025090 1306536646104551424 1181552459967275008 1159118627486019586 1159118276171055104 1141364193242824704 ,Dr. Reda Mansour - ד"ר רדא מנצור,#MartinLutherKingJrDay  First you dream and then you have to face the difficulties...,2020-01-20,null,null,null,32,
1219446478088933386,https://twitter.com/RedaMansour/status/1219446478088933386,https://twitter.com/RedaMansour/status/1219446478088933386,Reda Mansour,Referring ,null,1298707385989705730 1297165877138382848 1284463686019620865 1245771500965302276 1229190857204649984 1203023801178562566 1164166255160569856 1164165516363227136 1164163573481971712 1155219731940614145 1145867058107879426 1130959888664989696 1120771704165412866 1107789908301750272 1095443466971213827 1094788193709363201 1094787900271661056 1094787412159537152 1091462294536638475 1084914559087984641 1060345881835307010 1060021634902433792 1045118140202520576 1044062504148701184 1044012236941996038 1051457141788352513 1051246204024025090 1306536646104551424 1181552459967275008 1159118627486019586 1159118276171055104 1141364193242824704 ,Dr. Reda Mansour - ד"ר רדא מנצור,@LinoyBarGeffen אל דאגה אצלנו עוד מוקדם בצד השני של העולם 😊,2020-01-20,null,null,null,32,
1219444751260422144,https://twitter.com/RedaMansour/status/1219444751260422144,https://twitter.com/RedaMansour/status/1219444751260422144,Reda Mansour,Referring ,null,1298707385989705730 1297165877138382848 1284463686019620865 1245771500965302276 1229190857204649984 1203023801178562566 1164166255160569856 1164165516363227136 1164163573481971712 1155219731940614145 1145867058107879426 1130959888664989696 1120771704165412866 1107789908301750272 1095443466971213827 1094788193709363201 1094787900271661056 1094787412159537152 1091462294536638475 1084914559087984641 1060345881835307010 1060021634902433792 1045118140202520576 1044062504148701184 1044012236941996038 1051457141788352513 1051246204024025090 1306536646104551424 1181552459967275008 1159118627486019586 1159118276171055104 1141364193242824704 ,Dr. Reda Mansour - ד"ר רדא מנצור,Felicito a Panamá por su liderazgo en este tema 🌳,2020-01-20,null,null,null,32,
1219434820616454144,https://twitter.com/RedaMansour/status/1219434820616454144,https://twitter.com/RedaMansour/status/1219434820616454144,Reda Mansour,Referring ,null,1298707385989705730 1297165877138382848 1284463686019620865 1245771500965302276 1229190857204649984 1203023801178562566 1164166255160569856 1164165516363227136 1164163573481971712 1155219731940614145 1145867058107879426 1130959888664989696 1120771704165412866 1107789908301750272 1095443466971213827 1094788193709363201 1094787900271661056 1094787412159537152 1091462294536638475 1084914559087984641 1060345881835307010 1060021634902433792 1045118140202520576 1044062504148701184 1044012236941996038 1051457141788352513 1051246204024025090 1306536646104551424 1181552459967275008 1159118627486019586 1159118276171055104 1141364193242824704 ,Dr. Reda Mansour - ד"ר רדא מנצור,#MLKDay,2020-01-20,null,null,null,32,
1219381422517104641,https://twitter.com/RedaMansour/status/1219381422517104641,https://twitter.com/RedaMansour/status/1219381422517104641,Reda Mansour,Referring ,null,1298707385989705730 1297165877138382848 1284463686019620865 1245771500965302276 1229190857204649984 1203023801178562566 1164166255160569856 1164165516363227136 1164163573481971712 1155219731940614145 1145867058107879426 1130959888664989696 1120771704165412866 1107789908301750272 1095443466971213827 1094788193709363201 1094787900271661056 1094787412159537152 1091462294536638475 1084914559087984641 1060345881835307010 1060021634902433792 1045118140202520576 1044062504148701184 1044012236941996038 1051457141788352513 1051246204024025090 1306536646104551424 1181552459967275008 1159118627486019586 1159118276171055104 1141364193242824704 ,Dr. Reda Mansour - ד"ר רדא מנצור,a congressman and Atlanta mayor. We would sit for hours talking about minorities in Israel and the Middle East and he would tell me about his experiences in the fight for equal rights in the United States.  #MartinLutherKingDay,2020-01-20,null,null,null,32,
1219381420751249410,https://twitter.com/RedaMansour/status/1219381420751249410,https://twitter.com/RedaMansour/status/1219381420751249410,Reda Mansour,Referring ,null,1298707385989705730 1297165877138382848 1284463686019620865 1245771500965302276 1229190857204649984 1203023801178562566 1164166255160569856 1164165516363227136 1164163573481971712 1155219731940614145 1145867058107879426 1130959888664989696 1120771704165412866 1107789908301750272 1095443466971213827 1094788193709363201 1094787900271661056 1094787412159537152 1091462294536638475 1084914559087984641 1060345881835307010 1060021634902433792 1045118140202520576 1044062504148701184 1044012236941996038 1051457141788352513 1051246204024025090 1306536646104551424 1181552459967275008 1159118627486019586 1159118276171055104 1141364193242824704 ,Dr. Reda Mansour - ד"ר רדא מנצור,Today is #MartinLutherKingDay  In my last diplomatic mission in the United States I met Andrew Young who was King's personal assistant and appears in the famous photo after the assassination. Young was the first African-American ambassador to the United Nations  https://t.co/mzCHX1NLu2,2020-01-20,null,null,null,32,
1219036561049899010,https://twitter.com/RedaMansour/status/1219036561049899010,https://twitter.com/RedaMansour/status/1219036561049899010,Reda Mansour,Referring ,null,1298707385989705730 1297165877138382848 1284463686019620865 1245771500965302276 1229190857204649984 1203023801178562566 1164166255160569856 1164165516363227136 1164163573481971712 1155219731940614145 1145867058107879426 1130959888664989696 1120771704165412866 1107789908301750272 1095443466971213827 1094788193709363201 1094787900271661056 1094787412159537152 1091462294536638475 1084914559087984641 1060345881835307010 1060021634902433792 1045118140202520576 1044062504148701184 1044012236941996038 1051457141788352513 1051246204024025090 1306536646104551424 1181552459967275008 1159118627486019586 1159118276171055104 1141364193242824704 ,Dr. Reda Mansour - ד"ר רדא מנצור,@IsaacLarrier En Israel tenemos una empresa pública nacional que abastece a las ciudades y cada municipio compra el agua y la vende a los residentes. Una familia israelí paga alrededor de 100 dólares al mes por el agua.,2020-01-19,null,null,null,32,
1219012109306077185,https://twitter.com/RedaMansour/status/1219012109306077185,https://twitter.com/RedaMansour/status/1219012109306077185,Reda Mansour,Referring ,null,1298707385989705730 1297165877138382848 1284463686019620865 1245771500965302276 1229190857204649984 1203023801178562566 1164166255160569856 1164165516363227136 1164163573481971712 1155219731940614145 1145867058107879426 1130959888664989696 1120771704165412866 1107789908301750272 1095443466971213827 1094788193709363201 1094787900271661056 1094787412159537152 1091462294536638475 1084914559087984641 1060345881835307010 1060021634902433792 1045118140202520576 1044062504148701184 1044012236941996038 1051457141788352513 1051246204024025090 1306536646104551424 1181552459967275008 1159118627486019586 1159118276171055104 1141364193242824704 ,Dr. Reda Mansour - ד"ר רדא מנצור,Esta linda nova ponte em Tel Aviv para pedestres e ciclistas será aberta esta semana. This beautiful new bridge in Tel Aviv for pedestrians and cyclists will be open this week.   https://t.co/0obs5R0s7Q,2020-01-19,null,null,null,32,
1218967302315614208,https://twitter.com/RedaMansour/status/1218967302315614208,https://twitter.com/RedaMansour/status/1218967302315614208,Reda Mansour,Referring ,null,1298707385989705730 1297165877138382848 1284463686019620865 1245771500965302276 1229190857204649984 1203023801178562566 1164166255160569856 1164165516363227136 1164163573481971712 1155219731940614145 1145867058107879426 1130959888664989696 1120771704165412866 1107789908301750272 1095443466971213827 1094788193709363201 1094787900271661056 1094787412159537152 1091462294536638475 1084914559087984641 1060345881835307010 1060021634902433792 1045118140202520576 1044062504148701184 1044012236941996038 1051457141788352513 1051246204024025090 1306536646104551424 1181552459967275008 1159118627486019586 1159118276171055104 1141364193242824704 ,Dr. Reda Mansour - ד"ר רדא מנצור,One heart conference of Jews and Arabs in Israel. to open the hearts for peace and development for all. Un corazón: conferencia de judíos y árabes en Israel. abrir los corazones para la paz y el desarrollo para todos.  https://t.co/VeHwm3GURr,2020-01-19,null,null,null,32,
1218951272780484612,https://twitter.com/RedaMansour/status/1218951272780484612,https://twitter.com/RedaMansour/status/1218951272780484612,Reda Mansour,Referring ,null,1298707385989705730 1297165877138382848 1284463686019620865 1245771500965302276 1229190857204649984 1203023801178562566 1164166255160569856 1164165516363227136 1164163573481971712 1155219731940614145 1145867058107879426 1130959888664989696 1120771704165412866 1107789908301750272 1095443466971213827 1094788193709363201 1094787900271661056 1094787412159537152 1091462294536638475 1084914559087984641 1060345881835307010 1060021634902433792 1045118140202520576 1044062504148701184 1044012236941996038 1051457141788352513 1051246204024025090 1306536646104551424 1181552459967275008 1159118627486019586 1159118276171055104 1141364193242824704 ,Dr. Reda Mansour - ד"ר רדא מנצור,Esto es un círculo vicioso que la gente no quiere pagar más porque no les gusta el servicio pero para mejorar el servicio que hay que invertir mucho en el sistema. Tenemos que empezar por alguna parte!,2020-01-19,null,null,null,32,
1218944593850445824,https://twitter.com/RedaMansour/status/1218944593850445824,https://twitter.com/RedaMansour/status/1218944593850445824,Reda Mansour,Referring ,null,1298707385989705730 1297165877138382848 1284463686019620865 1245771500965302276 1229190857204649984 1203023801178562566 1164166255160569856 1164165516363227136 1164163573481971712 1155219731940614145 1145867058107879426 1130959888664989696 1120771704165412866 1107789908301750272 1095443466971213827 1094788193709363201 1094787900271661056 1094787412159537152 1091462294536638475 1084914559087984641 1060345881835307010 1060021634902433792 1045118140202520576 1044062504148701184 1044012236941996038 1051457141788352513 1051246204024025090 1306536646104551424 1181552459967275008 1159118627486019586 1159118276171055104 1141364193242824704 ,Dr. Reda Mansour - ד"ר רדא מנצור,The Peace Train ☮️🇮🇱🇸🇦,2020-01-19,null,null,null,32,
1218912930063945729,https://twitter.com/RedaMansour/status/1218912930063945729,https://twitter.com/RedaMansour/status/1218912930063945729,Reda Mansour,Referring ,null,1298707385989705730 1297165877138382848 1284463686019620865 1245771500965302276 1229190857204649984 1203023801178562566 1164166255160569856 1164165516363227136 1164163573481971712 1155219731940614145 1145867058107879426 1130959888664989696 1120771704165412866 1107789908301750272 1095443466971213827 1094788193709363201 1094787900271661056 1094787412159537152 1091462294536638475 1084914559087984641 1060345881835307010 1060021634902433792 1045118140202520576 1044062504148701184 1044012236941996038 1051457141788352513 1051246204024025090 1306536646104551424 1181552459967275008 1159118627486019586 1159118276171055104 1141364193242824704 ,Dr. Reda Mansour - ד"ר רדא מנצור,La república hermana de Chiriquí es muy amigable con Panamá e Israel no piden visa 😊,2020-01-19,null,null,null,32,
1218649844501352450,https://twitter.com/RedaMansour/status/1218649844501352450,https://twitter.com/RedaMansour/status/1218649844501352450,Reda Mansour,Referring ,null,1298707385989705730 1297165877138382848 1284463686019620865 1245771500965302276 1229190857204649984 1203023801178562566 1164166255160569856 1164165516363227136 1164163573481971712 1155219731940614145 1145867058107879426 1130959888664989696 1120771704165412866 1107789908301750272 1095443466971213827 1094788193709363201 1094787900271661056 1094787412159537152 1091462294536638475 1084914559087984641 1060345881835307010 1060021634902433792 1045118140202520576 1044062504148701184 1044012236941996038 1051457141788352513 1051246204024025090 1306536646104551424 1181552459967275008 1159118627486019586 1159118276171055104 1141364193242824704 ,Dr. Reda Mansour - ד"ר רדא מנצור,Entonces ¿qué hay de comida para el fin de semana? En Israel... 😲😍  https://t.co/7aeUP1hNCP,2020-01-18,null,null,null,32,
1218649385409613824,https://twitter.com/RedaMansour/status/1218649385409613824,https://twitter.com/RedaMansour/status/1218649385409613824,Reda Mansour,Referring ,null,1298707385989705730 1297165877138382848 1284463686019620865 1245771500965302276 1229190857204649984 1203023801178562566 1164166255160569856 1164165516363227136 1164163573481971712 1155219731940614145 1145867058107879426 1130959888664989696 1120771704165412866 1107789908301750272 1095443466971213827 1094788193709363201 1094787900271661056 1094787412159537152 1091462294536638475 1084914559087984641 1060345881835307010 1060021634902433792 1045118140202520576 1044062504148701184 1044012236941996038 1051457141788352513 1051246204024025090 1306536646104551424 1181552459967275008 1159118627486019586 1159118276171055104 1141364193242824704 ,Dr. Reda Mansour - ד"ר רדא מנצור,Te dije que Chiriquí es otro país 🤣🤣🤣,2020-01-18,null,null,null,32,
1218626961704194048,https://twitter.com/RedaMansour/status/1218626961704194048,https://twitter.com/RedaMansour/status/1218626961704194048,Reda Mansour,Referring ,null,1298707385989705730 1297165877138382848 1284463686019620865 1245771500965302276 1229190857204649984 1203023801178562566 1164166255160569856 1164165516363227136 1164163573481971712 1155219731940614145 1145867058107879426 1130959888664989696 1120771704165412866 1107789908301750272 1095443466971213827 1094788193709363201 1094787900271661056 1094787412159537152 1091462294536638475 1084914559087984641 1060345881835307010 1060021634902433792 1045118140202520576 1044062504148701184 1044012236941996038 1051457141788352513 1051246204024025090 1306536646104551424 1181552459967275008 1159118627486019586 1159118276171055104 1141364193242824704 ,Dr. Reda Mansour - ד"ר רדא מנצור,@Yandirann @EstrellaOnline Gracias @Yandirann  por la conversación significativa y profunda sobre poesía diplomacia y la forma de mejorar la vida de nuestra gente.,2020-01-18,null,null,null,32,
