id,hit count,url or alias text,source,name,tags,publisher,referring record id,authors,plain text,type,date of publication,top referrals,https://www.nytimes.com/,
792885327170011137,null,https://twitter.com/joumana_khatib/status/792885327170011137,joumana_khatib,null,,null,,null,Ari Shavit resigns as Haaretz columnist amid sexual harassment allegations.  https://t.co/q2Y8fRTTC9,twitter,2016-10-31,null,null,
2126124272,null,https://twitter.com/JamesEstrin/status/2126124272,jamesestrin,null,,null,,null,Israeli newspaper Haaretz sends poets authors to cover news for a day -by Daniel Estrin-no relation  http://www.forward.com/articles/107571/,twitter,2009-06-12,null,null,
252775928525099010,null,https://twitter.com/nickconfessore/status/252775928525099010,nickconfessore,null,,null,,null,RT @elliottjustin: Haaretz finds 19 wealthy Americans who are financing the campaigns of both Netanyahu and Romney/GOP  http://t.co/N639MpyO,twitter,2012-10-01,null,null,
9110556004,null,https://twitter.com/tminsberg/status/9110556004,tminsberg,null,,null,,null,Israelis could not be more proud of their NBA star-  http://www.haaretz.com/hasen/spages/1149620.html,twitter,2010-02-14,null,null,
486333196867760128,null,https://twitter.com/MarkLandler/status/486333196867760128,marklandler,null,,null,,null,In Haaretz OpEd Obama calls Mahmoud Abbas a partner for Israel in peace negotiations; makes no such reference to Bibi Netanyahu,twitter,2014-07-08,null,null,
77537296047554560,null,https://twitter.com/bcsolomon/status/77537296047554560,bcsolomon,null,,null,,null,Great story on the abundant use of Facebook from Ha'aretz...  http://t.co/niXtk7Z,twitter,2011-06-06,null,null,
720404605306142720,null,https://twitter.com/powellnyt/status/720404605306142720,powellnyt,null,,null,,null,Bernie Sanders Names Anti-occupation Activist as Jewish Outreach Coordinator - Haaretz  https://t.co/dZhCxuXTQs  https://t.co/fj4mSfnGS4,twitter,2016-04-14,null,null,
151693945699708929,null,https://twitter.com/powellnyt/status/151693945699708929,powellnyt,null,,null,,null,US in secret talks with Egyptian military Haaretz sez to ensure peace treaty w Israel stays in place:  http://t.co/JBNyViDt,twitter,2011-12-27,null,null,
147058614522216448,null,https://twitter.com/powellnyt/status/147058614522216448,powellnyt,null,,null,,null,@davidfrum A # accused of being anti semitic are Jewish. And some of their comments not much different than what I read in Haaretz no?,twitter,2011-12-14,null,null,
132160627581009922,null,https://twitter.com/powellnyt/status/132160627581009922,powellnyt,null,,null,,null,Haaretz newspaper: "Israel led by a right-wing myopic government"--Shud let Palestinian Auth into UNESCO:  http://t.co/yGyRuDJt,twitter,2011-11-03,null,null,
205988527358484482,null,https://twitter.com/jdavidgoodman/status/205988527358484482,jdavidgoodman,null,,null,,null,Syrian opposition succeeded in poisoning top Assad officials Israeli officials tell Haaretz  http://t.co/oYlCS4t1,twitter,2012-05-25,null,null,
120829859080577024,null,https://twitter.com/jdavidgoodman/status/120829859080577024,jdavidgoodman,null,,null,,null,Violent clashes in northern Israel after mosque fire Haaretz reports  http://t.co/eCJrOxSx,twitter,2011-10-03,null,null,
397379402285449216,null,https://twitter.com/sergenyt/status/397379402285449216,sergenyt,null,,null,,null,“@Sulliview: New York Times CEO to Haaretz: Twitter's a snack we're a meal   http://t.co/5iHl7VyGLx”,twitter,2013-11-04,null,null,
209695036500226049,null,https://twitter.com/chashomans/status/209695036500226049,chashomans,null,,null,,null,@DavidKenner It'll be very Wes Anderson-y: skims Haaretz sighs looks at b&amp;w photo of Entebbe raid soundtrack is early Bowie.,twitter,2012-06-04,null,null,
160126722174492672,null,https://twitter.com/jodikantor/status/160126722174492672,jodikantor,null,,null,,null,Wow. Netanyahu says Israel's greatest enemies are... Ha'aretz and the New York Times.  http://t.co/oAL3obaW,twitter,2012-01-19,null,null,
