UniqueID,Source,RSS feed URLs (where available),Type,Tags,Location,Associated Twitter Handle,Name,Text aliases,Associated Publisher
358,@ZmanIsrael,,Twitter Handle,Israeli|Hebrew|Centrist|Current-Affairs,Israel,,Zman Israel,,
359,@ynetnews,,Twitter Handle,Israeli|English|Centrist|Current-Affairs,Israel,,Ynet - English,,
360,@ynetalerts,,Twitter Handle,Israeli|Hebrew|Centrist|Current-Affairs,Israel,,Ynet - Hebrew,,
361,@rosnersdomain,,Twitter Handle,Israeli|English|Centrist|Current-Affairs,Israel,,Shmuel Rosner,,
362,@GPOIsrael,,Twitter Handle,Israeli|English|Official,Israel,,Israeli Government Press Office,,
363,@GPOIsrael,,Twitter Handle,Israeli|Hebrew|Official,Israel,,Israeli Government Press Office,,
364,@NoCamels,,Twitter Handle,Israeli|English|Innovation-Tech,Israel,,Nocamels ,,
365,@MaanNewsAgency,,Twitter Handle,Palestinian|English|Current-Affairs,Palestine,,Ma'an News Agency,,
366,@PalestineChron,,Twitter Handle,Palestinian|English|Current-Affairs,Palestine,,Palestine Chronicle,,
367,@pnnenglish,,Twitter Handle,Palestinian|English|Current-Affairs,Palestine,,Palestine News Network,,
368,@WAFANewsEnglish,,Twitter Handle,Palestinian|English|Official|Current-Affairs,Palestine,,Wafa (Palestinian News and Info Agency) - English,,
369,@WAFA_PS,,Twitter Handle,Palestinian|Arabic|Official|Current-Affairs,Palestine,,Wafa (Palestinian News and Info Agency) - Arabic,,
